Chromosome	Start	End	Bin	Absolute	ChromoStart
3	121179637	131277940	60	599150607	0
3	131277940	141376243	61	609248910	0
3	141376243	151474546	62	619347213	0
3	151474546	161572849	63	629445516	0
3	161572849	171671152	64	639543819	0
3	171671152	181769455	65	649642122	0
3	181769455	191867758	66	659740425	0
3	191867758	202140233	67	669838728	0
4	1	10098304	68	680111204	680111204
4	10098304	20196607	69	690209507	0
4	20196607	30294910	70	700307810	0
4	30294910	40393213	71	710406113	0
4	40393213	50491516	72	720504416	0
4	50491516	60589819	73	730602719	0
4	60589819	70688122	74	740701022	0
4	70688122	80786425	75	750799325	0
4	80786425	90884728	76	760897628	0
4	90884728	100983031	77	770995931	0
4	100983031	111081334	78	781094234	0
4	111081334	121179637	79	791192537	0
4	121179637	131277940	80	801290840	0
4	131277940	141376243	81	811389143	0
4	141376243	151474546	82	821487446	0
4	151474546	161572849	83	831585749	0
4	161572849	171671152	84	841684052	0
4	171671152	181769455	85	851782355	0
4	181769455	191867758	86	861880658	0
4	191867758	198332219	87	871978961	0
5	1	10098304	88	878443423	878443423
5	10098304	20196607	89	888541726	0
5	20196607	30294910	90	898640029	0
5	30294910	40393213	91	908738332	0
5	40393213	50491516	92	918836635	0
5	50491516	60589819	93	928934938	0
5	60589819	70688122	94	939033241	0
5	70688122	80786425	95	949131544	0
5	80786425	90884728	96	959229847	0
5	90884728	100983031	97	969328150	0
5	100983031	111081334	98	979426453	0
5	111081334	121179637	99	989524756	0
5	121179637	131277940	100	999623059	0
5	131277940	141376243	101	1009721362	0
5	141376243	151474546	102	1019819665	0
5	151474546	161572849	103	1029917968	0
5	161572849	171671152	104	1040016271	0
5	171671152	183952663	105	1050114574	0
6	1	10098304	106	1062396086	1062396086
6	10098304	20196607	107	1072494389	0
6	20196607	30294910	108	1082592692	0
6	30294910	40393213	109	1092690995	0
6	40393213	50491516	110	1102789298	0
6	50491516	60589819	111	1112887601	0
6	60589819	70688122	112	1122985904	0
6	70688122	80786425	113	1133084207	0
6	80786425	90884728	114	1143182510	0
6	90884728	100983031	115	1153280813	0
6	100983031	111081334	116	1163379116	0
6	111081334	121179637	117	1173477419	0
6	121179637	131277940	118	1183575722	0
6	131277940	141376243	119	1193674025	0
6	141376243	151474546	120	1203772328	0
6	151474546	161572849	121	1213870631	0
6	161572849	174210432	122	1223968934	0
7	1	10098304	123	1236606518	1236606518
7	10098304	20196607	124	1246704821	0
7	20196607	30294910	125	1256803124	0
7	30294910	40393213	126	1266901427	0
7	40393213	50491516	127	1276999730	0
7	50491516	60589819	128	1287098033	0
7	60589819	70688122	129	1297196336	0
7	70688122	80786425	130	1307294639	0
7	80786425	90884728	131	1317392942	0
7	90884728	100983031	132	1327491245	0
7	100983031	111081334	133	1337589548	0
7	111081334	121179637	134	1347687851	0
7	121179637	131277940	135	1357786154	0
7	131277940	141376243	136	1367884457	0
7	141376243	151474546	137	1377982760	0
7	151474546	157549272	138	1388081063	0
8	1	10098304	139	1394155790	1394155790
8	10098304	20196607	140	1404254093	0
8	20196607	30294910	141	1414352396	0
8	30294910	40393213	142	1424450699	0
8	40393213	50491516	143	1434549002	0
8	50491516	60589819	144	1444647305	0
8	60589819	70688122	145	1454745608	0
8	70688122	80786425	146	1464843911	0
8	80786425	90884728	147	1474942214	0
8	90884728	100983031	148	1485040517	0
8	100983031	111081334	149	1495138820	0
8	111081334	121179637	150	1505237123	0
8	121179637	131277940	151	1515335426	0
8	131277940	141376243	152	1525433729	0
8	141376243	153482350	153	1535532032	0
9	1	10098304	154	1547638140	1547638140
9	10098304	20196607	155	1557736443	0
9	20196607	30294910	156	1567834746	0
9	30294910	40393213	157	1577933049	0
9	40393213	50491516	158	1588031352	0
9	50491516	60589819	159	1598129655	0
9	60589819	70688122	160	1608227958	0
9	70688122	80786425	161	1618326261	0
9	80786425	90884728	162	1628424564	0
9	90884728	100983031	163	1638522867	0
9	100983031	111081334	164	1648621170	0
9	111081334	121179637	165	1658719473	0
9	121179637	135191527	166	1668817776	0
10	1	10098304	167	1682829667	1682829667
10	10098304	20196607	168	1692927970	0
10	20196607	30294910	169	1703026273	0
10	30294910	40393213	170	1713124576	0
10	40393213	50491516	171	1723222879	0
10	50491516	60589819	172	1733321182	0
10	60589819	70688122	173	1743419485	0
10	70688122	80786425	174	1753517788	0
10	80786425	90884728	175	1763616091	0
10	90884728	100983031	176	1773714394	0
10	100983031	111081334	177	1783812697	0
10	111081334	121179637	178	1793911000	0
10	121179637	133410058	179	1804009303	0
11	1	10098304	180	1816239725	1816239725
11	10098304	20196607	181	1826338028	0
11	20196607	30294910	182	1836436331	0
11	30294910	40393213	183	1846534634	0
11	40393213	50491516	184	1856632937	0
11	50491516	60589819	185	1866731240	0
11	60589819	70688122	186	1876829543	0
11	70688122	80786425	187	1886927846	0
11	80786425	90884728	188	1897026149	0
11	90884728	100983031	189	1907124452	0
11	100983031	111081334	190	1917222755	0
11	111081334	121179637	191	1927321058	0
11	121179637	132107972	192	1937419361	0
12	1	10098304	193	1948347697	1948347697
12	10098304	20196607	194	1958446000	0
12	20196607	30294910	195	1968544303	0
12	30294910	40393213	196	1978642606	0
12	40393213	50491516	197	1988740909	0
12	50491516	60589819	198	1998839212	0
12	60589819	70688122	199	2008937515	0
12	70688122	80786425	200	2019035818	0
12	80786425	90884728	201	2029134121	0
12	90884728	100983031	202	2039232424	0
12	100983031	111081334	203	2049330727	0
12	111081334	121179637	204	2059429030	0
12	121179637	131277940	205	2069527333	0
12	131277940	136387466	206	2079625636	0
13	1	10098304	207	2084735163	2084735163
13	10098304	20196607	208	2094833466	0
13	20196607	30294910	209	2104931769	0
13	30294910	40393213	210	2115030072	0
13	40393213	50491516	211	2125128375	0
13	50491516	60589819	212	2135226678	0
13	60589819	70688122	213	2145324981	0
13	70688122	80786425	214	2155423284	0
13	80786425	90884728	215	2165521587	0
13	90884728	100983031	216	2175619890	0
13	100983031	111081334	217	2185718193	0
13	111081334	117095150	218	2195816496	0
14	1	10098304	219	2201830313	2201830313
14	10098304	20196607	220	2211928616	0
14	20196607	30294910	221	2222026919	0
14	30294910	40393213	222	2232125222	0
14	40393213	50491516	223	2242223525	0
14	50491516	60589819	224	2252321828	0
14	60589819	70688122	225	2262420131	0
14	70688122	80786425	226	2272518434	0
14	80786425	90884728	227	2282616737	0
14	90884728	100983031	228	2292715040	0
14	100983031	108868600	229	2302813343	0
15	1	10098304	230	2310698913	2310698913
15	10098304	20196607	231	2320797216	0
15	20196607	30294910	232	2330895519	0
15	30294910	40393213	233	2340993822	0
15	40393213	50491516	234	2351092125	0
15	50491516	60589819	235	2361190428	0
15	60589819	70688122	236	2371288731	0
15	70688122	80786425	237	2381387034	0
15	80786425	90884728	238	2391485337	0
15	90884728	99152024	239	2401583640	0
16	1	10098304	240	2409850937	2409850937
16	10098304	20196607	241	2419949240	0
16	20196607	30294910	242	2430047543	0
16	30294910	40393213	243	2440145846	0
16	40393213	50491516	244	2450244149	0
16	50491516	60589819	245	2460342452	0
16	60589819	70688122	246	2470440755	0
16	70688122	77800217	247	2480539058	0
17	1	10098304	248	2487651154	2487651154
17	10098304	20196607	249	2497749457	0
17	20196607	30294910	250	2507847760	0
17	30294910	40393213	251	2517946063	0
17	40393213	50491516	252	2528044366	0
17	50491516	60589819	253	2538142669	0
17	60589819	73212454	254	2548240972	0
18	1	10098304	255	2560863608	2560863608
18	10098304	20196607	256	2570961911	0
18	20196607	30294910	257	2581060214	0
18	30294910	40393213	258	2591158517	0
18	40393213	50491516	259	2601256820	0
18	50491516	60589819	260	2611355123	0
18	60589819	70688122	261	2621453426	0
18	70688122	80786425	262	2631551729	0
18	80786425	94050891	263	2641650032	0
19	1	10098304	264	2654914499	2654914499
19	10098304	20196607	265	2665012802	0
19	20196607	30294910	266	2675111105	0
19	30294910	40393213	267	2685209408	0
19	40393213	50491516	268	2695307711	0
19	50491516	60714841	269	2705406014	0
20	1	10098304	270	2715629340	2715629340
20	10098304	20196607	271	2725727643	0
20	20196607	30294910	272	2735825946	0
20	30294910	40393213	273	2745924249	0
20	40393213	50491516	274	2756022552	0
20	50491516	62736350	275	2766120855	0
21	1	10098304	276	2778365690	2778365690
21	10098304	20196607	277	2788463993	0
21	20196607	30294910	278	2798562296	0
21	30294910	40393213	279	2808660599	0
21	40393213	48394511	280	2818758902	0
22	1	10098304	281	2826760201	2826760201
22	10098304	20196607	282	2836858504	0
22	20196607	30294910	283	2846956807	0
22	30294910	40393213	284	2857055110	0
22	40393213	46535553	285	2867153413	0
X	1	10098304	286	2873295754	2873295754
X	10098304	20196607	287	2883394057	0
X	20196607	30294910	288	2893492360	0
X	30294910	40393213	289	2903590663	0
X	40393213	50491516	290	2913688966	0
X	50491516	60589819	291	2923787269	0
X	60589819	70688122	292	2933885572	0
X	70688122	80786425	293	2943983875	0
X	80786425	90884728	294	2954082178	0
X	90884728	100983031	295	2964180481	0
X	100983031	111081334	296	2974278784	0
X	111081334	121179637	297	2984377087	0
X	121179637	131277940	298	2994475390	0
X	131277940	141376243	299	3004573693	0
X	141376243	156195300	300	3014671996	0
