Chromosome	Start	End	Bin	Absolute	ChromoStart
U	6538876	6974801	241	104497600	0
U	6974801	7410726	242	104933525	0
U	7410726	7846651	243	105369450	0
U	7846651	8282576	244	105805375	0
U	8282576	8718501	245	106241300	0
U	8718501	9154426	246	106677225	0
U	9154426	9590351	247	107113150	0
U	9590351	10049038	248	107549075	0
X	1	435926	249	108007763	108007763
X	435926	871851	250	108443688	0
X	871851	1307776	251	108879613	0
X	1307776	1743701	252	109315538	0
X	1743701	2179626	253	109751463	0
X	2179626	2615551	254	110187388	0
X	2615551	3051476	255	110623313	0
X	3051476	3487401	256	111059238	0
X	3487401	3923326	257	111495163	0
X	3923326	4359251	258	111931088	0
X	4359251	4795176	259	112367013	0
X	4795176	5231101	260	112802938	0
X	5231101	5667026	261	113238863	0
X	5667026	6102951	262	113674788	0
X	6102951	6538876	263	114110713	0
X	6538876	6974801	264	114546638	0
X	6974801	7410726	265	114982563	0
X	7410726	7846651	266	115418488	0
X	7846651	8282576	267	115854413	0
X	8282576	8718501	268	116290338	0
X	8718501	9154426	269	116726263	0
X	9154426	9590351	270	117162188	0
X	9590351	10026276	271	117598113	0
X	10026276	10462201	272	118034038	0
X	10462201	10898126	273	118469963	0
X	10898126	11334051	274	118905888	0
X	11334051	11769976	275	119341813	0
X	11769976	12205901	276	119777738	0
X	12205901	12641826	277	120213663	0
X	12641826	13077751	278	120649588	0
X	13077751	13513676	279	121085513	0
X	13513676	13949601	280	121521438	0
X	13949601	14385526	281	121957363	0
X	14385526	14821451	282	122393288	0
X	14821451	15257376	283	122829213	0
X	15257376	15693301	284	123265138	0
X	15693301	16129226	285	123701063	0
X	16129226	16565151	286	124136988	0
X	16565151	17001076	287	124572913	0
X	17001076	17437001	288	125008838	0
X	17437001	17872926	289	125444763	0
X	17872926	18308851	290	125880688	0
X	18308851	18744776	291	126316613	0
X	18744776	19180701	292	126752538	0
X	19180701	19616626	293	127188463	0
X	19616626	20052551	294	127624388	0
X	20052551	20488476	295	128060313	0
X	20488476	20924401	296	128496238	0
X	20924401	21360326	297	128932163	0
X	21360326	21796251	298	129368088	0
X	21796251	22422828	299	129804013	0
YHet	1	347039	300	130430591	130430591
